1 47.3502 56.6532 
1 54.6205 58.7667 
1 40.0914 46.3147 
1 60.1653 65.3747 
1 35.4798 43.5421 
1 43.7991 50.1106 
1 54.0866 59.1992 
1 45.0542 51.2839 
1 59.4933 75.1870 
1 26.1947 38.9543 
1 49.0872 58.8770 
1 30.1915 35.3146 
1 41.6829 48.2601 
1 45.7489 51.2024 
1 41.0988 55.1846 
1 64.5444 73.5724 
1 63.9443 71.5221 
1 41.3713 49.0816 
1 57.0520 70.2338 
1 56.7941 65.6178 
1 54.1741 59.2270 
1 33.3912 46.1673 
1 32.5783 42.4175 
1 67.8524 74.8729 
1 24.6637 31.8475 
1 21.7639 30.0675 
1 37.5984 50.2390 
1 36.7449 48.5745 
1 50.0044 63.3772 
1 52.2482 62.2251 
1 45.7721 49.8686 
1 50.5001 58.7398 
1 40.4267 45.6504 
1 34.9510 43.4061 
1 51.7103 58.9248 
1 46.6734 51.9707 
1 46.7679 56.7467 
1 61.1622 63.9787 
1 47.1262 49.7341 
1 39.2404 47.7115 
2 60.4728 55.9055 
2 35.6694 22.8058 
2 42.5699 29.0866 
2 45.2276 41.0259 
2 50.7699 45.1513 
2 50.7505 41.8749 
2 58.6567 48.1323 
2 77.2061 63.1469 
2 72.4423 66.0253 
2 55.2872 46.3451 
2 45.0894 36.9128 
2 61.9900 49.9221 
2 27.5759 19.5271 
2 44.4587 41.4340 
2 31.8038 29.0206 
2 62.7526 59.3006 
2 45.1231 39.5358 
2 50.9930 38.0881 
2 46.8817 40.3351 
2 60.9601 48.4861 
2 62.6789 55.3547 
2 60.4356 51.5542 
2 50.9667 40.1729 
2 75.4348 71.2236 
2 72.0164 64.4352 
2 61.3640 51.2150 
2 52.9410 45.8988 
2 53.6168 39.0918 
2 54.6784 47.8896 
2 48.4279 41.3996 
2 42.1946 38.6267 
2 45.5198 39.1504 
2 42.1962 31.7789 
2 66.2721 56.3447 
2 53.5046 49.7410 
2 63.4487 53.6266 
2 50.0237 41.8593 
2 63.4297 55.3258 
2 59.0149 48.8324 
2 55.1548 47.6170 
